Temperature: 17
Humidity: 25
Water amount: 986451
Animals:
1. Name: tiger, Species: Carnivore, Food Chain Level: Tertiary, Energy: 130, Average Lifespan: 87600 hours, Age: 44808 hours, Count: 1
882. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
883. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
884. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
885. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
886. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
887. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
888. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
889. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
890. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
891. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
892. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
893. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
894. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
895. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
896. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
897. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
898. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
899. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
900. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
901. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
902. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
903. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
904. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
905. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
906. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
907. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
908. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
909. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
910. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
911. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
912. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
913. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
914. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
915. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
916. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
917. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
918. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
919. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
920. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
921. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
922. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
923. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
924. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
925. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
926. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
927. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
928. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
929. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
930. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
931. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
932. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
933. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
934. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
935. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
936. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
937. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
938. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
939. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
940. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
941. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
942. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
943. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
944. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
945. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
946. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
947. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
948. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
949. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
950. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
951. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
952. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
953. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
954. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
955. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
956. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
957. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
958. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
959. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
960. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
961. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
962. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
963. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
964. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
965. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
966. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
967. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
968. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
969. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
970. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
971. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
972. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
973. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
974. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
975. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
976. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
977. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
978. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
979. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
980. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
981. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
982. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
983. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
984. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
985. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
986. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
987. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
988. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
989. Name: rose hip, Growth Level: 18, Water Needs: 2 per day, Optimal Temperature: 17 degrees, Count: 1
990. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
991. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
992. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
993. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
994. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
995. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
996. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
997. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
998. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
999. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1000. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1001. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1002. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1003. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1004. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1005. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1006. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1007. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1008. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1009. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1010. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1011. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1012. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1013. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1014. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1015. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1016. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1017. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1018. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1019. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1020. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1021. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1022. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1023. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1024. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1025. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1026. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1027. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1028. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1029. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1030. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1031. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1032. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1033. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1034. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1035. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1036. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1037. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1038. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1039. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1040. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1041. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1042. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1043. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1044. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1045. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1046. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1047. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1048. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
1049. Name: flower, Growth Level: 18, Water Needs: 1 per day, Optimal Temperature: 18 degrees, Count: 1
